words,safety,circuits,quantities,effects,magnetism
horizontal,0.0,0.0,0.0,1.903609154929577,0.0
positively,0.0,0.0,0.248099662162162,0.0,0.0
rub,0.0,0.0,1.257742117117117,0.0,0.053466796875
compare,0.0,0.9888274591108039,0.5790751689189187,0.0,0.0
would,0.0,0.0,0.0,0.0,0.0
dark,0.0,1.520387007601935,0.0,0.0,0.0
experiment,0.0,0.04014874781979135,0.03962807673745171,0.03393407318913478,0.8770228794642855
dimmer,0.0,5.0,0.0,0.0,0.0
act,0.0,0.0,0.0,0.4009683098591548,0.104833984375
box,0.0,0.6715042616908545,0.0,0.0,0.0
torch,0.0,2.593872379636029,0.0,0.0,0.0
area,0.0,0.0,0.4794394003378377,0.101507482394366,0.0
west,0.0,0.0,0.0,0.0,0.9560546874999996
page,0.0,0.0,0.0,0.5958406690140844,0.24157714843749986
warm,0.0,1.0850034554250174,0.0,0.0,0.0
unscrew,0.0,1.127620363971435,0.0,0.0,0.0
nail,0.0,0.0,0.4166666666666667,0.0,0.6324869791666663
convert,0.0,0.0,0.0,1.117957746478873,0.0
railway,0.0,0.0,0.0,1.4359595070422535,0.0
cloth,0.0,0.0,2.1228064001501505,0.0,0.03419325086805553
nature,0.0,0.0,1.2922297297297294,0.0,0.0
slide,0.0,0.0,0.0,0.0,0.0
cathode,0.0,0.0,0.0,3.164612676056338,0.0
reach,0.0,0.0,0.0,0.6029929577464785,0.0
glass,0.0,0.0,1.3692989864864866,0.0,0.0
structure,0.0,0.0,0.0,1.6967429577464785,0.0
go,0.0,0.0,0.0,0.0,0.0
coil,0.0,0.0,0.0,2.550148001002705,0.16098244774420528
simple,0.0,0.0,0.0,1.7726672535211265,0.0
south,0.0,0.0,0.0,0.0,0.7373046874999994
gap,0.0,0.0,0.8783783783783781,0.0,0.0
exchange,0.0,0.11064558857406126,0.0,0.7029186839788729,0.0
pole,0.0,0.0,0.016907417527821926,0.18801997031206827,0.7104348575367646
upwards,0.0,0.0,0.0031672297297296666,0.13791079812206566,0.16593424479166657
must,0.0,0.0,0.0,0.0,0.0
alternating,0.0,0.0,0.0,1.8408890845070425,0.0
radiation,0.0,0.0,0.0,1.935519366197183,0.0
one,0.0,0.0,0.0,0.0,0.0
four,0.0,0.0,0.0,0.0,0.0
shade,0.0,0.0,0.0,0.0,0.0
radioactive,0.0,0.0,0.0,1.715448943661972,0.0
stop,0.0,0.0355332872609997,0.1190878378378377,0.0256932218309859,0.0
constant,0.0,0.1696613683483068,0.0,0.0,0.0
original,0.0,0.0,0.0,0.3102992957746475,0.0
statement,0.0,0.006838862013360832,0.0,0.0,0.4060872395833331
door,0.0,1.028564846809491,0.0,0.0,0.0
field,0.0,0.0,0.00974422479912343,0.17165492957746475,0.3137338999155405
magnet,0.0,0.0,0.007513104110790176,0.8619872863132998,1.8445513776240459
straight,0.0,0.0,0.0,0.31800176056338003,0.0
plate,0.0,0.0,0.45203406531531537,0.0,0.3107096354166666
sheet,0.0,0.0,2.714315878378378,0.0,0.0
freely,0.0,0.0,0.04407728040540537,0.0,0.0
strong,0.0,0.0,0.0,0.4258362676056337,0.3744768415178571
fix,0.0,0.0,0.0,1.28631161971831,0.0
take,0.0,0.0,0.0,0.0,0.0
conventional,0.0,0.4388389771941945,0.0,0.0,0.0
certain,0.0,0.10625431928127149,0.287162162162162,0.0,0.0
contact,0.0,0.1490439990785532,0.0,0.0,0.21494140625
rather,0.0,0.0,0.0,0.0,0.0
remain,0.0,0.046278013624247154,0.0,0.0,0.20089285714285698
closed,0.0,0.0211164862166935,0.2608565596846847,0.0,0.2958170572916667
normal,0.0,0.25375777470628874,0.0,0.06980358714788724,0.0
downward,0.0,0.0,0.5454233530405402,0.6351782570422535,0.0
deflect,0.0,0.0,0.0,0.024207746478873,0.0
magnetism,0.0,0.0,0.0,0.0,5.0
find,0.0,0.0,0.0,0.0,0.0
control,0.0,1.4167242570836214,0.0,0.0,0.0
repulsion,0.0,0.0,0.0,0.0,2.3154296875
pistol,0.0,0.0,0.0,0.0,2.2988281249999996
start,0.0,0.11134147277892951,0.0,0.0,0.46793619791666663
thickness,0.0,0.223306841741534,0.6837257179054053,0.0,0.0
gradually,0.0,0.289103893112186,0.0,0.0,0.0
combine,0.0,1.4547339322736694,0.0,0.0,0.0
density,0.0,0.0,0.0,0.0,1.400390625
evening,0.0,1.059663671964985,0.0,0.0,0.0
paper,0.0,0.0,0.6494580518018018,0.0,0.6063232421875
none,0.0,0.0,0.0,0.0,0.0
many,0.0,0.0,0.0,0.0,0.0
beam,0.0,0.0,0.0,2.481294014084507,0.0
reverse,0.0,0.0,0.0,1.3483946441808745,0.05729594983552631
perpendicular,0.0,0.0,0.0,0.29957086267605626,0.829833984375
shape,0.0,0.0,0.0,1.2037852112676055,0.0
advantage,0.0,0.0,0.0,1.3644366197183095,0.0
dissipate,0.0,0.0,1.8855574324324325,0.0,0.0
property,0.0,0.0,0.2653434684684683,0.0,0.4832356770833333
production,0.0,0.0,0.3811233108108105,0.0,0.0
pass,0.0,0.0,0.0,0.0,0.1764526367187499
outer,0.0,0.0,0.6630067567567565,0.0,0.0
flat,0.0,0.0,0.0,0.0,0.0
join,0.0,0.0,0.0,0.4060299295774645,0.0
push,0.0,0.0,0.0,1.919014084507042,0.0
new,0.0,0.0,0.0,0.439040492957746,0.0
follow,0.0,0.07333179758888117,0.0,0.24198576877934266,0.286376953125
various,0.0,0.9502418797512096,0.0,0.0,0.0
scale,0.0,0.0,0.356841216216216,0.0,0.0
charger,0.0,1.1656300391614836,0.0,0.0,0.0
away,0.0,0.0,0.0,0.2416373239436616,0.047021484375
slowly,0.0,0.0,0.0,0.1583475462147887,0.04882812499999975
teacher,0.0,0.0,1.245777027027027,0.0,0.0
rectify,0.0,1.08154803040774,0.0,0.0,0.0
diode,0.0,2.4591108039622207,0.0,0.0,0.0
process,0.0,0.0,1.7852618243243246,0.0,0.0
suspend,0.0,0.0,0.2354307432432432,0.2904929577464788,0.16259765625
explain,0.0,0.0,0.0,1.6296214788732395,0.0
bar,0.0,0.0,0.0,0.0,1.4128803453947367
dependent,0.0,1.0734853720340936,0.0,0.0,0.0
street,0.0,0.697995853489979,0.0,0.0,0.0
gravity,0.0,0.0,0.0,1.0871478873239435,0.0
piece,0.0,0.0,0.3505067567567566,0.0,0.19942801339285712
open,0.0,0.0,0.07423194679054047,0.021061427156690155,0.16082763671875
plug,0.0,2.213775627735545,0.0,0.0,0.0
drive,0.0,0.0,0.0,1.155369718309859,0.0
ampere,0.0,0.9583405321354528,0.4498455975506756,0.0,0.0
crocodile,0.0,0.0,0.860430743243243,0.0,0.0
turn,0.0,0.0,0.0,1.125372023809524,0.02349175347222222
sectional,0.0,0.0,1.419974662162162,0.0,0.0
iron,0.0,0.0,0.03492398648648648,0.17047388497652582,1.4919531250000004
thread,0.0,0.0,1.4389780405405406,0.0,0.0
close,0.0,0.0,0.05451474201474199,0.003951264404609454,0.12417879971590896
jump,0.0,0.0,0.3623838682432433,0.0,0.4719238281249998
less,0.0,0.0,0.0,0.0,0.0
show,0.0,0.0,0.0,0.0,0.0
cross,0.0,0.0,0.398367117117117,0.0,0.5374348958333334
plot,0.0,0.734853720340935,0.0,0.0,0.0
rise,0.0,0.19393572909467852,0.0,0.1129924075704225,0.0
initial,0.0,0.0,0.0,0.4225352112676055,0.0
require,0.0,1.4938954158028106,0.0,0.0,0.0
apply,0.0,0.0,0.5291913006756755,0.18912301936619702,0.0
fire,0.0,0.0,0.0,0.0,0.0
rotate,0.0,0.0,0.0,3.382482394366197,0.0
capacitance,0.0,1.819857175765953,0.0,0.0,0.0
top,0.0,0.0,0.0,0.0,0.0
circular,0.0,0.0,1.7831503378378375,0.0,0.0
non,0.0,0.0,0.0018695453265765417,0.0,0.6120808919270829
form,0.0,0.23727251785302925,0.0,0.0,0.7645263671875
ohmic,0.0,0.0,2.3405827702702706,0.0,0.0
region,0.0,0.0,0.0,0.294894366197183,0.0
balloon,0.0,0.0,2.558065878378378,0.0,0.0
keep,0.0,0.0,0.0,0.0,0.0
resistance,0.0,0.830575638367622,0.7345536642411642,0.0,0.016338641826923076
